run_id,timestamp,epoch,epoch_seconds,train_main_loss,train_ca1_aux_loss,train_total_loss,train_auc,train_ap,train_f1,val_main_loss,val_ca1_aux_loss,val_total_loss,val_auc,val_ap,val_f1,is_best
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T13:39:02.759497+08:00,1,512.1864548511803,0.01101114542748966,0.01740028760193162,0.011881159800059509,0.5581571367093553,0.003219938322873218,0.5087758926610887,0.007933369476108251,0.014100180264150523,0.008638378505704753,0.7889789960917387,0.24363778668850955,0.6470525345088818,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T13:47:09.023092+08:00,2,485.517900634557,0.00568249042560104,0.01365841782876047,0.006365411331402698,0.8730540954107688,0.45133747382469164,0.7713370832466117,0.0028229789058505142,0.013191713892540403,0.0034825646069632874,0.950110091585085,0.810274787454453,0.8903587256730716,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T13:55:44.876728+08:00,3,515.0946370176971,0.003536742366273452,0.013358585595024734,0.004204671669878953,0.935072138398459,0.6765761705839833,0.8763461154344718,0.0031789788624280255,0.012960510857519337,0.003827004424089732,0.9508707449942013,0.7697237944544447,0.8922893004823249,False
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:04:18.063789+08:00,4,513.177867885679,0.003127488484974819,0.013179930884584133,0.0037864850422729204,0.9521091473018595,0.7233857667193857,0.8929842157741932,0.002396173603937425,0.012951145256078812,0.003043730881611758,0.9705542713729554,0.8241006061698211,0.9284897080827401,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:12:57.323665+08:00,5,518.4373109489679,0.003059160132809447,0.013047859947447601,0.0037115531456509694,0.9526051835709839,0.7360001640297258,0.8975953915959978,0.0023480500141220863,0.012799223180908967,0.00298801116426613,0.9755657908170151,0.8192041224971186,0.9250645756694561,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:21:38.209897+08:00,6,520.114988155663,0.002938080747497034,0.012991932709291724,0.0035876773961459637,0.9546182775715608,0.7408995098197119,0.906854021538565,0.0023144013732353716,0.012809883800603076,0.002954895576201199,0.9772244350812811,0.8221687973744454,0.9301870440635688,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:30:06.062391+08:00,7,507.09253434836864,0.0028351111814863164,0.012974606349765268,0.0034838415069459315,0.9581591377255675,0.7467202003616902,0.9069945664452548,0.002164110548579161,0.012798664998914844,0.002804043812870136,0.9783212967566703,0.8318202902181728,0.9385249843395732,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:37:57.042469+08:00,8,470.193255007267,0.0027043480362713168,0.012936040987808177,0.003351150101301019,0.9638135045381818,0.7612801905472226,0.912682806028883,0.0022581813062506535,0.012771082301829693,0.0028967354301643144,0.9747932271413244,0.8133563256701473,0.9335517048433113,False
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:45:50.287134+08:00,9,473.2337632961571,0.002618191996134506,0.012899190284812595,0.0032631515193673956,0.9711272380172238,0.7697572914298825,0.9161972440021615,0.0020525943873800872,0.012789376706456867,0.002692063216751582,0.9796687244940561,0.8374508934832665,0.9385249843395732,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T14:53:27.352226+08:00,10,456.320128723979,0.0026206339146892695,0.012886151996179223,0.0032649415196892777,0.9673082947314509,0.7687274495047041,0.9160112243482973,0.002424498950101146,0.012898860505844975,0.0030694419806740147,0.9618409293626055,0.8268737953601819,0.9317364568770918,False
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T15:01:16.053182+08:00,11,468.6917094476521,0.002546179762383425,0.012857429697125892,0.003189051259624829,0.9688560665239107,0.775003546450401,0.919477312012398,0.0021377901746972845,0.01271128507181537,0.0027733544594549077,0.9714011075430762,0.834691359440454,0.94016343157038,False
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T15:08:47.603271+08:00,12,451.54113733395934,0.0025200955753046403,0.012891615793329685,0.003164676381154266,0.9723987494842768,0.7692839669650756,0.9174385558941223,0.002050784873067177,0.012740427300140092,0.0026878062478795255,0.9760354265023214,0.8411613025088233,0.9430822885669468,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T15:16:25.042867+08:00,13,456.68648679181933,0.0024887070961559336,0.012850639097899998,0.0031312390558682836,0.9705600014842981,0.7884359371860196,0.9185635498840132,0.009361827606690049,0.012780331747115617,0.010000844228548746,0.958521352477258,0.8300080168725127,0.7822335606224009,False
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T15:24:00.063194+08:00,14,455.01244132965803,0.002476010335167152,0.012857463371889274,0.003118883509437674,0.9745038217057647,0.7807396372067009,0.9191179828613094,0.0018896574136868787,0.012745856036916943,0.002526950214675785,0.9855726490404091,0.8613572642974622,0.9443797477358044,True
rgtan_ca1_aml_seed2023_20260713_132915,2026-07-13T15:31:34.330612+08:00,15,453.4989351630211,0.0023961485772628203,0.01288754154509539,0.0030405256597293095,0.9729431443990469,0.7940239109362714,0.9259500281975672,0.0019524331230806624,0.012649170170937175,0.0025848916419826725,0.98196086520645,0.854673345407705,0.9443797477358044,False
